species1	species2	replicate
230	Sebastes_crameri	Sebastes_variabilis	44
231	Sebastes_fasciatus	Sebastes_mentella	44
232	Sebastes_diploproa	Sebastes_nigrocinctus	44
233	Sebastes_alutus	Sebastes_babcocki	45
234	Sebastes_crameri	Sebastes_reedi	45
235	Sebastes_polyspinis	Sebastes_variabilis	45
236	Sebastes_melanostomus	Sebastes_pinniger	45
237	Sebastes_aurora	Sebastes_nebulosus	45
238	Sebastes_diploproa	Sebastes_nigrocinctus	45
239	Sebastes_fasciatus	Sebastes_mentella	45
240	Sebastes_alutus	Sebastes_reedi	46
241	Sebastes_maliger	Sebastes_mentella	46
242	Sebastes_babcocki	Sebastes_nigrocinctus	46
243	Sebastes_polyspinis	Sebastes_variabilis	46
244	Sebastes_nebulosus	Sebastes_reedi	47
245	Sebastes_babcocki	Sebastes_nigrocinctus	47
246	Sebastes_aurora	Sebastes_maliger	47
247	Sebastes_polyspinis	Sebastes_variabilis	47
248	Sebastes_fasciatus	Sebastes_mentella	47
249	Sebastes_aleutianus	Sebastes_alutus	47
250	Sebastes_nigrocinctus	Sebastes_reedi	48
251	Sebastes_polyspinis	Sebastes_variabilis	48
252	Sebastes_fasciatus	Sebastes_mentella	48
253	Sebastes_aurora	Sebastes_pinniger	48
254	Sebastes_aleutianus	Sebastes_alutus	48
255	Sebastes_babcocki	Sebastes_nigrocinctus	49
256	Sebastes_helvomaculatus	Sebastes_polyspinis	49
257	Sebastes_crameri	Sebastes_reedi	49
258	Sebastes_fasciatus	Sebastes_mentella	49
259	Sebastes_aurora	Sebastes_maliger	49
260	Sebastes_babcocki	Sebastes_fasciatus	50
261	Sebastes_aurora	Sebastes_pinniger	50
262	Sebastes_polyspinis	Sebastes_variabilis	50
263	Sebastes_aleutianus	Sebastes_reedi	50
264	Sebastes_diploproa	Sebastes_nigrocinctus	50
265	Sebastes_melanostomus	Sebastes_nebulosus	51
266	Sebastes_aurora	Sebastes_maliger	51
267	Sebastes_alutus	Sebastes_mentella	51
268	Sebastes_polyspinis	Sebastes_variabilis	51
269	Sebastes_babcocki	Sebastes_nigrocinctus	51
270	Sebastes_pinniger	Sebastes_ruberrimus	51
271	Sebastes_crameri	Sebastes_reedi	51
272	Sebastes_diploproa	Sebastes_pinniger	52
273	Sebastes_helvomaculatus	Sebastes_melanostomus	52
274	Sebastes_maliger	Sebastes_nebulosus	52
275	Sebastes_aleutianus	Sebastes_fasciatus	52
276	Sebastes_crameri	Sebastes_reedi	52
277	Sebastes_alutus	Sebastes_variabilis	52
278	Sebastes_maliger	Sebastes_nigrocinctus	53
279	Sebastes_mentella	Sebastes_variabilis	53
280	Sebastes_crameri	Sebastes_reedi	53
281	Sebastes_maliger	Sebastes_reedi	54
282	Sebastes_babcocki	Sebastes_diploproa	54
283	Sebastes_aleutianus	Sebastes_polyspinis	54
284	Sebastes_fasciatus	Sebastes_mentella	54
285	Sebastes_nebulosus	Sebastes_reedi	55
286	Sebastes_alutus	Sebastes_polyspinis	55
287	Sebastes_fasciatus	Sebastes_mentella	55
288	Sebastes_aurora	Sebastes_maliger	55
289	Sebastes_nigrocinctus	Sebastes_ruberrimus	55
290	Sebastes_polyspinis	Sebastes_variabilis	56
291	Sebastes_helvomaculatus	Sebastes_nebulosus	56
292	Sebastes_alutus	Sebastes_pinniger	56
293	Sebastes_crameri	Sebastes_reedi	56
294	Sebastes_babcocki	Sebastes_nigrocinctus	56
295	Sebastes_aurora	Sebastes_maliger	56
296	Sebastes_fasciatus	Sebastes_mentella	56
297	Sebastes_aurora	Sebastes_diploproa	57
298	Sebastes_alutus	Sebastes_crameri	57
299	Sebastes_fasciatus	Sebastes_mentella	57
300	Sebastes_polyspinis	Sebastes_variabilis	57
301	Sebastes_babcocki	Sebastes_mentella	58
302	Sebastes_aleutianus	Sebastes_crameri	58
303	Sebastes_maliger	Sebastes_nebulosus	58
304	Sebastes_diploproa	Sebastes_nigrocinctus	58
305	Sebastes_polyspinis	Sebastes_variabilis	58
306	Sebastes_helvomaculatus	Sebastes_melanostomus	58
307	Sebastes_helvomaculatus	Sebastes_reedi	59
308	Sebastes_polyspinis	Sebastes_variabilis	59
309	Sebastes_aleutianus	Sebastes_alutus	59
310	Sebastes_aurora	Sebastes_maliger	59
311	Sebastes_fasciatus	Sebastes_mentella	59
312	Sebastes_nigrocinctus	Sebastes_ruberrimus	59
313	Sebastes_nebulosus	Sebastes_pinniger	60
314	Sebastes_aurora	Sebastes_maliger	60
315	Sebastes_reedi	Sebastes_ruberrimus	60
316	Sebastes_diploproa	Sebastes_nigrocinctus	60
317	Sebastes_alutus	Sebastes_polyspinis	60
318	Sebastes_fasciatus	Sebastes_mentella	60
319	Sebastes_diploproa	Sebastes_mentella	61
320	Sebastes_aleutianus	Sebastes_alutus	61
321	Sebastes_polyspinis	Sebastes_variabilis	61
322	Sebastes_aurora	Sebastes_helvomaculatus	61
323	Sebastes_crameri	Sebastes_reedi	61
324	Sebastes_melanostomus	Sebastes_pinniger	61
325	Sebastes_aurora	Sebastes_fasciatus	62
326	Sebastes_alutus	Sebastes_reedi	62
327	Sebastes_diploproa	Sebastes_nigrocinctus	62
328	Sebastes_polyspinis	Sebastes_variabilis	62
329	Sebastes_babcocki	Sebastes_ruberrimus	62
330	Sebastes_melanostomus	Sebastes_reedi	63
331	Sebastes_fasciatus	Sebastes_mentella	63
332	Sebastes_nigrocinctus	Sebastes_ruberrimus	63
333	Sebastes_polyspinis	Sebastes_variabilis	63
334	Sebastes_aurora	Sebastes_nebulosus	63
335	Sebastes_aleutianus	Sebastes_alutus	63
336	Sebastes_babcocki	Sebastes_helvomaculatus	64
337	Sebastes_diploproa	Sebastes_nigrocinctus	64
338	Sebastes_aurora	Sebastes_nebulosus	64
339	Sebastes_alutus	Sebastes_reedi	64
340	Sebastes_polyspinis	Sebastes_variabilis	64
341	Sebastes_fasciatus	Sebastes_mentella	64
342	Sebastes_pinniger	Sebastes_ruberrimus	65
343	Sebastes_crameri	Sebastes_reedi	65
344	Sebastes_melanostomus	Sebastes_nebulosus	65
345	Sebastes_babcocki	Sebastes_nigrocinctus	65
346	Sebastes_fasciatus	Sebastes_mentella	65
347	Sebastes_alutus	Sebastes_variabilis	65
348	Sebastes_aurora	Sebastes_maliger	65
349	Sebastes_aleutianus	Sebastes_pinniger	66
350	Sebastes_babcocki	Sebastes_diploproa	66
351	Sebastes_helvomaculatus	Sebastes_maliger	66
352	Sebastes_alutus	Sebastes_variabilis	66
353	Sebastes_crameri	Sebastes_reedi	66
354	Sebastes_fasciatus	Sebastes_mentella	66
355	Sebastes_aurora	Sebastes_melanostomus	67
356	Sebastes_mentella	Sebastes_nigrocinctus	67
357	Sebastes_aleutianus	Sebastes_reedi	67
358	Sebastes_alutus	Sebastes_polyspinis	67
359	Sebastes_alutus	Sebastes_babcocki	68
360	Sebastes_helvomaculatus	Sebastes_pinniger	68
361	Sebastes_diploproa	Sebastes_nigrocinctus	68
362	Sebastes_crameri	Sebastes_reedi	68
363	Sebastes_aurora	Sebastes_nebulosus	68
364	Sebastes_fasciatus	Sebastes_mentella	68
365	Sebastes_polyspinis	Sebastes_variabilis	68
366	Sebastes_crameri	Sebastes_pinniger	69
367	Sebastes_aurora	Sebastes_maliger	69
368	Sebastes_diploproa	Sebastes_ruberrimus	69
369	Sebastes_helvomaculatus	Sebastes_melanostomus	69
370	Sebastes_polyspinis	Sebastes_variabilis	69
371	Sebastes_aleutianus	Sebastes_alutus	69
372	Sebastes_fasciatus	Sebastes_mentella	69
373	Sebastes_alutus	Sebastes_maliger	70
374	Sebastes_polyspinis	Sebastes_variabilis	70
375	Sebastes_fasciatus	Sebastes_mentella	70
376	Sebastes_diploproa	Sebastes_ruberrimus	70
377	Sebastes_crameri	Sebastes_reedi	70
378	Sebastes_diploproa	Sebastes_mentella	71
379	Sebastes_aurora	Sebastes_pinniger	71
380	Sebastes_aleutianus	Sebastes_alutus	71
381	Sebastes_crameri	Sebastes_reedi	71
382	Sebastes_polyspinis	Sebastes_variabilis	71
383	Sebastes_nigrocinctus	Sebastes_pinniger	72
384	Sebastes_mentella	Sebastes_variabilis	72
385	Sebastes_helvomaculatus	Sebastes_nebulosus	72
386	Sebastes_aurora	Sebastes_maliger	72
387	Sebastes_crameri	Sebastes_reedi	72
388	Sebastes_alutus	Sebastes_ruberrimus	73
389	Sebastes_crameri	Sebastes_reedi	73
390	Sebastes_helvomaculatus	Sebastes_pinniger	73
391	Sebastes_aurora	Sebastes_maliger	73
392	Sebastes_diploproa	Sebastes_nigrocinctus	73
393	Sebastes_fasciatus	Sebastes_mentella	73
394	Sebastes_polyspinis	Sebastes_variabilis	73
395	Sebastes_fasciatus	Sebastes_mentella	74
396	Sebastes_diploproa	Sebastes_nebulosus	74
397	Sebastes_aleutianus	Sebastes_crameri	74
398	Sebastes_alutus	Sebastes_variabilis	74
399	Sebastes_aurora	Sebastes_maliger	74
400	Sebastes_alutus	Sebastes_mentella	75
401	Sebastes_maliger	Sebastes_ruberrimus	75
402	Sebastes_crameri	Sebastes_reedi	75
403	Sebastes_babcocki	Sebastes_nigrocinctus	75
404	Sebastes_polyspinis	Sebastes_variabilis	75
405	Sebastes_aleutianus	Sebastes_aurora	76
406	Sebastes_polyspinis	Sebastes_variabilis	76
407	Sebastes_fasciatus	Sebastes_mentella	76
408	Sebastes_babcocki	Sebastes_diploproa	76
409	Sebastes_crameri	Sebastes_reedi	76
410	Sebastes_aleutianus	Sebastes_pinniger	77
411	Sebastes_fasciatus	Sebastes_mentella	77
412	Sebastes_crameri	Sebastes_reedi	77
413	Sebastes_helvomaculatus	Sebastes_melanostomus	77
414	Sebastes_aurora	Sebastes_maliger	77
415	Sebastes_diploproa	Sebastes_ruberrimus	77
416	Sebastes_alutus	Sebastes_variabilis	77
417	Sebastes_alutus	Sebastes_reedi	78
418	Sebastes_aurora	Sebastes_maliger	78
419	Sebastes_babcocki	Sebastes_nigrocinctus	78
420	Sebastes_polyspinis	Sebastes_variabilis	78
421	Sebastes_fasciatus	Sebastes_ruberrimus	78
422	Sebastes_nebulosus	Sebastes_pinniger	78
423	Sebastes_nebulosus	Sebastes_pinniger	79
424	Sebastes_crameri	Sebastes_reedi	79
425	Sebastes_aurora	Sebastes_maliger	79
426	Sebastes_aleutianus	Sebastes_polyspinis	79
427	Sebastes_diploproa	Sebastes_ruberrimus	79
428	Sebastes_fasciatus	Sebastes_mentella	79
429	Sebastes_aleutianus	Sebastes_babcocki	80
430	Sebastes_melanostomus	Sebastes_nebulosus	80
431	Sebastes_fasciatus	Sebastes_mentella	80
432	Sebastes_crameri	Sebastes_reedi	80
433	Sebastes_polyspinis	Sebastes_variabilis	80
434	Sebastes_aurora	Sebastes_maliger	80
435	Sebastes_diploproa	Sebastes_nigrocinctus	80
436	Sebastes_fasciatus	Sebastes_pinniger	81
437	Sebastes_reedi	Sebastes_variabilis	81
438	Sebastes_aurora	Sebastes_maliger	81
439	Sebastes_diploproa	Sebastes_nigrocinctus	81
440	Sebastes_helvomaculatus	Sebastes_nebulosus	81
441	Sebastes_babcocki	Sebastes_ruberrimus	81
442	Sebastes_helvomaculatus	Sebastes_polyspinis	82
443	Sebastes_nigrocinctus	Sebastes_ruberrimus	82
444	Sebastes_aurora	Sebastes_maliger	82
445	Sebastes_crameri	Sebastes_reedi	82
446	Sebastes_fasciatus	Sebastes_mentella	82
447	Sebastes_diploproa	Sebastes_fasciatus	83
448	Sebastes_alutus	Sebastes_polyspinis	83
449	Sebastes_maliger	Sebastes_nebulosus	83
450	Sebastes_aleutianus	Sebastes_reedi	83
451	Sebastes_melanostomus	Sebastes_pinniger	83
452	Sebastes_aleutianus	Sebastes_diploproa	84
453	Sebastes_aurora	Sebastes_nebulosus	84
454	Sebastes_fasciatus	Sebastes_mentella	84
455	Sebastes_polyspinis	Sebastes_variabilis	84
456	Sebastes_melanostomus	Sebastes_pinniger	84
457	Sebastes_crameri	Sebastes_reedi	84
458	Sebastes_fasciatus	Sebastes_polyspinis	85
459	Sebastes_maliger	Sebastes_pinniger	85
460	Sebastes_nigrocinctus	Sebastes_ruberrimus	85
461	Sebastes_crameri	Sebastes_reedi	85
462	Sebastes_melanostomus	Sebastes_polyspinis	86
463	Sebastes_crameri	Sebastes_reedi	86
464	Sebastes_babcocki	Sebastes_ruberrimus	86
465	Sebastes_maliger	Sebastes_nebulosus	86
466	Sebastes_diploproa	Sebastes_nigrocinctus	86
467	Sebastes_fasciatus	Sebastes_mentella	86
468	Sebastes_nebulosus	Sebastes_variabilis	87
469	Sebastes_crameri	Sebastes_reedi	87
470	Sebastes_babcocki	Sebastes_diploproa	87
471	Sebastes_aurora	Sebastes_maliger	87
472	Sebastes_fasciatus	Sebastes_mentella	87
473	Sebastes_crameri	Sebastes_nigrocinctus	88
474	Sebastes_alutus	Sebastes_polyspinis	88
475	Sebastes_melanostomus	Sebastes_nebulosus	88
476	Sebastes_fasciatus	Sebastes_mentella	88
477	Sebastes_aurora	Sebastes_maliger	88
478	Sebastes_aurora	Sebastes_ruberrimus	89
479	Sebastes_diploproa	Sebastes_nigrocinctus	89
480	Sebastes_polyspinis	Sebastes_variabilis	89
481	Sebastes_fasciatus	Sebastes_reedi	89
482	Sebastes_aleutianus	Sebastes_alutus	89
483	Sebastes_fasciatus	Sebastes_maliger	90
484	Sebastes_babcocki	Sebastes_ruberrimus	90
485	Sebastes_alutus	Sebastes_crameri	90
486	Sebastes_diploproa	Sebastes_nigrocinctus	90
487	Sebastes_polyspinis	Sebastes_variabilis	90
488	Sebastes_fasciatus	Sebastes_polyspinis	91
489	Sebastes_maliger	Sebastes_nebulosus	91
490	Sebastes_helvomaculatus	Sebastes_melanostomus	91
491	Sebastes_crameri	Sebastes_reedi	91
492	Sebastes_diploproa	Sebastes_pinniger	91
493	Sebastes_alutus	Sebastes_mentella	92
494	Sebastes_helvomaculatus	Sebastes_nigrocinctus	92
495	Sebastes_maliger	Sebastes_nebulosus	92
496	Sebastes_polyspinis	Sebastes_variabilis	92
497	Sebastes_crameri	Sebastes_reedi	92
498	Sebastes_aleutianus	Sebastes_variabilis	93
499	Sebastes_crameri	Sebastes_nigrocinctus	93
500	Sebastes_aurora	Sebastes_pinniger	93
501	Sebastes_fasciatus	Sebastes_mentella	93
502	Sebastes_mentella	Sebastes_nigrocinctus	94
503	Sebastes_alutus	Sebastes_crameri	94
504	Sebastes_maliger	Sebastes_melanostomus	94
505	Sebastes_polyspinis	Sebastes_variabilis	94
506	Sebastes_maliger	Sebastes_melanostomus	95
507	Sebastes_aleutianus	Sebastes_variabilis	95
508	Sebastes_mentella	Sebastes_reedi	95
509	Sebastes_diploproa	Sebastes_nigrocinctus	95
510	Sebastes_babcocki	Sebastes_pinniger	95
511	Sebastes_melanostomus	Sebastes_nigrocinctus	96
512	Sebastes_helvomaculatus	Sebastes_maliger	96
513	Sebastes_aleutianus	Sebastes_polyspinis	96
514	Sebastes_crameri	Sebastes_reedi	96
515	Sebastes_fasciatus	Sebastes_mentella	96
516	Sebastes_aleutianus	Sebastes_mentella	97
517	Sebastes_diploproa	Sebastes_helvomaculatus	97
518	Sebastes_crameri	Sebastes_reedi	97
519	Sebastes_alutus	Sebastes_polyspinis	97
520	Sebastes_aurora	Sebastes_nebulosus	97
521	Sebastes_diploproa	Sebastes_melanostomus	98
522	Sebastes_mentella	Sebastes_variabilis	98
523	Sebastes_helvomaculatus	Sebastes_nebulosus	98
524	Sebastes_crameri	Sebastes_reedi	98
525	Sebastes_aurora	Sebastes_maliger	98
526	Sebastes_aurora	Sebastes_polyspinis	99
527	Sebastes_babcocki	Sebastes_nigrocinctus	99
528	Sebastes_fasciatus	Sebastes_mentella	99
