species1	species2	replicate
68	Sebastes_rosaceus	Sebastes_umbrosus	13
69	Sebastes_minor	Sebastes_steindachneri	13
70	Sebastes_jordani	Sebastes_rubrivinctus	13
71	Sebastes_constellatus	Sebastes_exsul	13
72	Sebastes_inermis	Sebastes_schlegelii	13
73	Sebastes_dalli	Sebastes_rastrelliger	13
74	Sebastes_hopkinsi	Sebastes_schlegelii	14
75	Sebastes_rosaceus	Sebastes_semicinctus	14
76	Sebastes_constellatus	Sebastes_exsul	14
77	Sebastes_atrovirens	Sebastes_auriculatus	14
78	Sebastes_minor	Sebastes_steindachneri	14
79	Sebastes_dalli	Sebastes_rastrelliger	14
80	Sebastes_jordani	Sebastes_serriceps	14
81	Sebastes_inermis	Sebastes_wilsoni	15
82	Sebastes_dalli	Sebastes_jordani	15
83	Sebastes_rubrivinctus	Sebastes_serriceps	15
84	Sebastes_rosaceus	Sebastes_umbrosus	15
85	Sebastes_constellatus	Sebastes_exsul	15
86	Sebastes_atrovirens	Sebastes_carnatus	15
87	Sebastes_minor	Sebastes_steindachneri	15
88	Sebastes_hopkinsi	Sebastes_jordani	16
89	Sebastes_rubrivinctus	Sebastes_serriceps	16
90	Sebastes_atrovirens	Sebastes_constellatus	16
91	Sebastes_auriculatus	Sebastes_dalli	16
92	Sebastes_steindachneri	Sebastes_wilsoni	16
93	Sebastes_inermis	Sebastes_schlegelii	16
94	Sebastes_carnatus	Sebastes_inermis	17
95	Sebastes_minor	Sebastes_steindachneri	17
96	Sebastes_exsul	Sebastes_rosaceus	17
97	Sebastes_auriculatus	Sebastes_rastrelliger	17
98	Sebastes_jordani	Sebastes_serriceps	17
99	Sebastes_exsul	Sebastes_rosaceus	18
100	Sebastes_atrovirens	Sebastes_steindachneri	18
101	Sebastes_auriculatus	Sebastes_dalli	18
102	Sebastes_jordani	Sebastes_rubrivinctus	18
103	Sebastes_inermis	Sebastes_schlegelii	18
104	Sebastes_constellatus	Sebastes_serriceps	19
105	Sebastes_auriculatus	Sebastes_carnatus	19
106	Sebastes_dalli	Sebastes_rastrelliger	19
107	Sebastes_hopkinsi	Sebastes_steindachneri	19
108	Sebastes_inermis	Sebastes_schlegelii	19
109	Sebastes_auriculatus	Sebastes_serriceps	20
110	Sebastes_dalli	Sebastes_rastrelliger	20
111	Sebastes_constellatus	Sebastes_umbrosus	20
112	Sebastes_atrovirens	Sebastes_carnatus	20
113	Sebastes_schlegelii	Sebastes_wilsoni	20
114	Sebastes_minor	Sebastes_steindachneri	20
115	Sebastes_auriculatus	Sebastes_steindachneri	21
116	Sebastes_constellatus	Sebastes_exsul	21
117	Sebastes_atrovirens	Sebastes_carnatus	21
118	Sebastes_rosaceus	Sebastes_umbrosus	21
119	Sebastes_dalli	Sebastes_rastrelliger	21
120	Sebastes_jordani	Sebastes_serriceps	21
121	Sebastes_inermis	Sebastes_schlegelii	21
122	Sebastes_constellatus	Sebastes_schlegelii	22
123	Sebastes_jordani	Sebastes_rubrivinctus	22
124	Sebastes_atrovirens	Sebastes_carnatus	22
125	Sebastes_minor	Sebastes_steindachneri	22
126	Sebastes_auriculatus	Sebastes_semicinctus	22
127	Sebastes_dalli	Sebastes_rastrelliger	22
128	Sebastes_auriculatus	Sebastes_rastrelliger	23
129	Sebastes_minor	Sebastes_rosaceus	23
130	Sebastes_exsul	Sebastes_umbrosus	23
131	Sebastes_jordani	Sebastes_rubrivinctus	23
132	Sebastes_atrovirens	Sebastes_carnatus	23
133	Sebastes_inermis	Sebastes_schlegelii	23
134	Sebastes_exsul	Sebastes_steindachneri	24
135	Sebastes_rubrivinctus	Sebastes_serriceps	24
136	Sebastes_inermis	Sebastes_schlegelii	24
137	Sebastes_atrovirens	Sebastes_rastrelliger	24
138	Sebastes_carnatus	Sebastes_rastrelliger	25
139	Sebastes_constellatus	Sebastes_rubrivinctus	25
140	Sebastes_minor	Sebastes_schlegelii	25
141	Sebastes_hopkinsi	Sebastes_wilsoni	25
142	Sebastes_carnatus	Sebastes_semicinctus	26
143	Sebastes_minor	Sebastes_rubrivinctus	26
144	Sebastes_auriculatus	Sebastes_rastrelliger	26
145	Sebastes_constellatus	Sebastes_exsul	26
146	Sebastes_inermis	Sebastes_schlegelii	26
147	Sebastes_rosaceus	Sebastes_umbrosus	26
148	Sebastes_atrovirens	Sebastes_inermis	27
149	Sebastes_minor	Sebastes_steindachneri	27
150	Sebastes_exsul	Sebastes_rosaceus	27
151	Sebastes_auriculatus	Sebastes_dalli	27
152	Sebastes_jordani	Sebastes_serriceps	27
153	Sebastes_auriculatus	Sebastes_exsul	28
154	Sebastes_inermis	Sebastes_serriceps	28
155	Sebastes_minor	Sebastes_steindachneri	28
156	Sebastes_atrovirens	Sebastes_carnatus	28
157	Sebastes_dalli	Sebastes_rastrelliger	28
158	Sebastes_jordani	Sebastes_schlegelii	29
159	Sebastes_constellatus	Sebastes_umbrosus	29
160	Sebastes_minor	Sebastes_steindachneri	29
161	Sebastes_auriculatus	Sebastes_dalli	29
162	Sebastes_carnatus	Sebastes_rosaceus	29
163	Sebastes_rubrivinctus	Sebastes_serriceps	29
164	Sebastes_rubrivinctus	Sebastes_schlegelii	30
165	Sebastes_minor	Sebastes_steindachneri	30
166	Sebastes_constellatus	Sebastes_exsul	30
167	Sebastes_auriculatus	Sebastes_carnatus	30
168	Sebastes_dalli	Sebastes_rastrelliger	30
169	Sebastes_rosaceus	Sebastes_umbrosus	30
170	Sebastes_auriculatus	Sebastes_exsul	31
171	Sebastes_atrovirens	Sebastes_carnatus	31
172	Sebastes_hopkinsi	Sebastes_inermis	31
173	Sebastes_dalli	Sebastes_rastrelliger	31
174	Sebastes_minor	Sebastes_steindachneri	31
175	Sebastes_rubrivinctus	Sebastes_serriceps	31
176	Sebastes_exsul	Sebastes_serriceps	32
177	Sebastes_inermis	Sebastes_wilsoni	32
178	Sebastes_auriculatus	Sebastes_carnatus	32
179	Sebastes_minor	Sebastes_steindachneri	32
180	Sebastes_dalli	Sebastes_rastrelliger	32
181	Sebastes_schlegelii	Sebastes_steindachneri	33
182	Sebastes_atrovirens	Sebastes_umbrosus	33
183	Sebastes_jordani	Sebastes_rubrivinctus	33
184	Sebastes_hopkinsi	Sebastes_wilsoni	33
185	Sebastes_auriculatus	Sebastes_dalli	33
186	Sebastes_constellatus	Sebastes_exsul	33
187	Sebastes_auriculatus	Sebastes_jordani	34
188	Sebastes_rubrivinctus	Sebastes_serriceps	34
189	Sebastes_constellatus	Sebastes_umbrosus	34
190	Sebastes_dalli	Sebastes_rastrelliger	34
191	Sebastes_inermis	Sebastes_steindachneri	34
192	Sebastes_atrovirens	Sebastes_carnatus	34
193	Sebastes_hopkinsi	Sebastes_wilsoni	34
194	Sebastes_carnatus	Sebastes_schlegelii	35
195	Sebastes_exsul	Sebastes_umbrosus	35
196	Sebastes_jordani	Sebastes_serriceps	35
197	Sebastes_auriculatus	Sebastes_rastrelliger	35
198	Sebastes_minor	Sebastes_steindachneri	35
199	Sebastes_serriceps	Sebastes_wilsoni	36
200	Sebastes_constellatus	Sebastes_rastrelliger	36
201	Sebastes_atrovirens	Sebastes_carnatus	36
202	Sebastes_inermis	Sebastes_minor	36
203	Sebastes_jordani	Sebastes_rosaceus	37
204	Sebastes_inermis	Sebastes_wilsoni	37
205	Sebastes_minor	Sebastes_steindachneri	37
206	Sebastes_exsul	Sebastes_umbrosus	37
207	Sebastes_auriculatus	Sebastes_semicinctus	37
208	Sebastes_dalli	Sebastes_rastrelliger	37
209	Sebastes_atrovirens	Sebastes_carnatus	37
210	Sebastes_rubrivinctus	Sebastes_serriceps	37
211	Sebastes_constellatus	Sebastes_inermis	38
212	Sebastes_rubrivinctus	Sebastes_serriceps	38
213	Sebastes_auriculatus	Sebastes_semicinctus	38
214	Sebastes_minor	Sebastes_steindachneri	38
215	Sebastes_dalli	Sebastes_rastrelliger	38
216	Sebastes_atrovirens	Sebastes_carnatus	38
217	Sebastes_minor	Sebastes_schlegelii	39
218	Sebastes_dalli	Sebastes_umbrosus	39
219	Sebastes_atrovirens	Sebastes_carnatus	39
220	Sebastes_constellatus	Sebastes_exsul	39
221	Sebastes_jordani	Sebastes_serriceps	39
222	Sebastes_hopkinsi	Sebastes_wilsoni	39
223	Sebastes_rubrivinctus	Sebastes_serriceps	40
224	Sebastes_constellatus	Sebastes_semicinctus	40
225	Sebastes_atrovirens	Sebastes_rastrelliger	40
226	Sebastes_jordani	Sebastes_minor	40
227	Sebastes_inermis	Sebastes_schlegelii	40
228	Sebastes_semicinctus	Sebastes_serriceps	41
229	Sebastes_constellatus	Sebastes_umbrosus	41
230	Sebastes_dalli	Sebastes_rastrelliger	41
231	Sebastes_atrovirens	Sebastes_carnatus	41
232	Sebastes_minor	Sebastes_wilsoni	41
233	Sebastes_inermis	Sebastes_schlegelii	41
234	Sebastes_inermis	Sebastes_serriceps	42
235	Sebastes_constellatus	Sebastes_umbrosus	42
236	Sebastes_rastrelliger	Sebastes_semicinctus	42
237	Sebastes_minor	Sebastes_steindachneri	42
238	Sebastes_atrovirens	Sebastes_carnatus	42
239	Sebastes_rubrivinctus	Sebastes_serriceps	43
240	Sebastes_exsul	Sebastes_umbrosus	43
241	Sebastes_auriculatus	Sebastes_rosaceus	43
242	Sebastes_inermis	Sebastes_wilsoni	43
243	Sebastes_atrovirens	Sebastes_carnatus	43
244	Sebastes_hopkinsi	Sebastes_jordani	43
245	Sebastes_dalli	Sebastes_rastrelliger	43
246	Sebastes_minor	Sebastes_steindachneri	43
247	Sebastes_atrovirens	Sebastes_wilsoni	44
248	Sebastes_schlegelii	Sebastes_steindachneri	44
249	Sebastes_auriculatus	Sebastes_rastrelliger	44
250	Sebastes_constellatus	Sebastes_rosaceus	44
251	Sebastes_rubrivinctus	Sebastes_serriceps	44
252	Sebastes_hopkinsi	Sebastes_rubrivinctus	45
253	Sebastes_carnatus	Sebastes_semicinctus	45
254	Sebastes_auriculatus	Sebastes_dalli	45
255	Sebastes_steindachneri	Sebastes_wilsoni	45
256	Sebastes_inermis	Sebastes_schlegelii	45
257	Sebastes_rosaceus	Sebastes_umbrosus	45
258	Sebastes_constellatus	Sebastes_exsul	45
259	Sebastes_carnatus	Sebastes_umbrosus	46
260	Sebastes_schlegelii	Sebastes_steindachneri	46
261	Sebastes_constellatus	Sebastes_exsul	46
262	Sebastes_hopkinsi	Sebastes_rubrivinctus	46
263	Sebastes_dalli	Sebastes_rastrelliger	46
264	Sebastes_jordani	Sebastes_schlegelii	47
265	Sebastes_atrovirens	Sebastes_auriculatus	47
266	Sebastes_exsul	Sebastes_umbrosus	47
267	Sebastes_minor	Sebastes_steindachneri	47
268	Sebastes_dalli	Sebastes_rastrelliger	47
269	Sebastes_rosaceus	Sebastes_semicinctus	47
270	Sebastes_rubrivinctus	Sebastes_serriceps	47
271	Sebastes_hopkinsi	Sebastes_rubrivinctus	48
272	Sebastes_schlegelii	Sebastes_steindachneri	48
273	Sebastes_constellatus	Sebastes_exsul	48
274	Sebastes_carnatus	Sebastes_umbrosus	48
275	Sebastes_auriculatus	Sebastes_dalli	48
276	Sebastes_carnatus	Sebastes_minor	49
277	Sebastes_exsul	Sebastes_umbrosus	49
278	Sebastes_inermis	Sebastes_schlegelii	49
279	Sebastes_auriculatus	Sebastes_rastrelliger	49
280	Sebastes_jordani	Sebastes_serriceps	49
281	Sebastes_constellatus	Sebastes_wilsoni	50
282	Sebastes_schlegelii	Sebastes_steindachneri	50
283	Sebastes_auriculatus	Sebastes_dalli	50
284	Sebastes_atrovirens	Sebastes_semicinctus	50
285	Sebastes_jordani	Sebastes_rubrivinctus	50
286	Sebastes_dalli	Sebastes_serriceps	51
287	Sebastes_exsul	Sebastes_rosaceus	51
288	Sebastes_atrovirens	Sebastes_carnatus	51
289	Sebastes_hopkinsi	Sebastes_wilsoni	51
290	Sebastes_schlegelii	Sebastes_steindachneri	51
291	Sebastes_dalli	Sebastes_hopkinsi	52
292	Sebastes_jordani	Sebastes_serriceps	52
293	Sebastes_minor	Sebastes_schlegelii	52
294	Sebastes_atrovirens	Sebastes_carnatus	52
295	Sebastes_exsul	Sebastes_umbrosus	52
296	Sebastes_dalli	Sebastes_rubrivinctus	53
297	Sebastes_hopkinsi	Sebastes_minor	53
298	Sebastes_atrovirens	Sebastes_carnatus	53
299	Sebastes_exsul	Sebastes_umbrosus	53
300	Sebastes_inermis	Sebastes_schlegelii	53
301	Sebastes_hopkinsi	Sebastes_rastrelliger	54
302	Sebastes_constellatus	Sebastes_exsul	54
303	Sebastes_schlegelii	Sebastes_steindachneri	54
304	Sebastes_jordani	Sebastes_rubrivinctus	54
305	Sebastes_rosaceus	Sebastes_umbrosus	54
306	Sebastes_atrovirens	Sebastes_carnatus	54
307	Sebastes_minor	Sebastes_wilsoni	55
308	Sebastes_auriculatus	Sebastes_hopkinsi	55
309	Sebastes_rubrivinctus	Sebastes_serriceps	55
310	Sebastes_constellatus	Sebastes_umbrosus	55
311	Sebastes_inermis	Sebastes_schlegelii	55
312	Sebastes_dalli	Sebastes_rastrelliger	55
313	Sebastes_atrovirens	Sebastes_carnatus	55
314	Sebastes_semicinctus	Sebastes_umbrosus	56
315	Sebastes_auriculatus	Sebastes_carnatus	56
316	Sebastes_dalli	Sebastes_rastrelliger	56
317	Sebastes_rubrivinctus	Sebastes_wilsoni	56
318	Sebastes_minor	Sebastes_schlegelii	56
319	Sebastes_constellatus	Sebastes_exsul	56
320	Sebastes_constellatus	Sebastes_rastrelliger	57
321	Sebastes_atrovirens	Sebastes_carnatus	57
322	Sebastes_schlegelii	Sebastes_steindachneri	57
323	Sebastes_hopkinsi	Sebastes_rubrivinctus	57
324	Sebastes_semicinctus	Sebastes_steindachneri	58
325	Sebastes_carnatus	Sebastes_rastrelliger	58
326	Sebastes_exsul	Sebastes_umbrosus	58
327	Sebastes_inermis	Sebastes_schlegelii	58
328	Sebastes_rubrivinctus	Sebastes_serriceps	58
329	Sebastes_semicinctus	Sebastes_steindachneri	59
330	Sebastes_jordani	Sebastes_rubrivinctus	59
331	Sebastes_dalli	Sebastes_rastrelliger	59
332	Sebastes_rosaceus	Sebastes_umbrosus	59
333	Sebastes_atrovirens	Sebastes_auriculatus	59
334	Sebastes_constellatus	Sebastes_exsul	59
335	Sebastes_inermis	Sebastes_schlegelii	59
336	Sebastes_dalli	Sebastes_wilsoni	60
337	Sebastes_rosaceus	Sebastes_umbrosus	60
338	Sebastes_atrovirens	Sebastes_carnatus	60
339	Sebastes_constellatus	Sebastes_exsul	60
340	Sebastes_rubrivinctus	Sebastes_serriceps	60
341	Sebastes_minor	Sebastes_schlegelii	60
342	Sebastes_rastrelliger	Sebastes_umbrosus	61
343	Sebastes_minor	Sebastes_schlegelii	61
344	Sebastes_hopkinsi	Sebastes_wilsoni	61
345	Sebastes_jordani	Sebastes_serriceps	61
346	Sebastes_constellatus	Sebastes_exsul	61
347	Sebastes_atrovirens	Sebastes_carnatus	61
348	Sebastes_exsul	Sebastes_wilsoni	62
349	Sebastes_atrovirens	Sebastes_dalli	62
350	Sebastes_jordani	Sebastes_rubrivinctus	62
351	Sebastes_minor	Sebastes_schlegelii	62
352	Sebastes_exsul	Sebastes_schlegelii	63
353	Sebastes_atrovirens	Sebastes_auriculatus	63
354	Sebastes_dalli	Sebastes_rastrelliger	63
355	Sebastes_minor	Sebastes_steindachneri	63
356	Sebastes_rubrivinctus	Sebastes_serriceps	63
357	Sebastes_exsul	Sebastes_steindachneri	64
358	Sebastes_rubrivinctus	Sebastes_serriceps	64
359	Sebastes_auriculatus	Sebastes_dalli	64
360	Sebastes_inermis	Sebastes_schlegelii	64
361	Sebastes_carnatus	Sebastes_semicinctus	64
362	Sebastes_inermis	Sebastes_wilsoni	65
363	Sebastes_minor	Sebastes_steindachneri	65
364	Sebastes_atrovirens	Sebastes_umbrosus	65
365	Sebastes_constellatus	Sebastes_exsul	65
366	Sebastes_rubrivinctus	Sebastes_serriceps	65
367	Sebastes_auriculatus	Sebastes_rastrelliger	65
368	Sebastes_hopkinsi	Sebastes_jordani	65
369	Sebastes_constellatus	Sebastes_inermis	66
370	Sebastes_dalli	Sebastes_semicinctus	66
371	Sebastes_rubrivinctus	Sebastes_serriceps	66
372	Sebastes_atrovirens	Sebastes_carnatus	66
373	Sebastes_minor	Sebastes_steindachneri	66
374	Sebastes_auriculatus	Sebastes_serriceps	67
375	Sebastes_atrovirens	Sebastes_carnatus	67
376	Sebastes_inermis	Sebastes_wilsoni	67
377	Sebastes_dalli	Sebastes_rastrelliger	67
378	Sebastes_exsul	Sebastes_rosaceus	67
379	Sebastes_minor	Sebastes_steindachneri	67
380	Sebastes_constellatus	Sebastes_inermis	68
381	Sebastes_carnatus	Sebastes_semicinctus	68
382	Sebastes_jordani	Sebastes_rubrivinctus	68
383	Sebastes_dalli	Sebastes_rastrelliger	68
384	Sebastes_minor	Sebastes_steindachneri	68
385	Sebastes_minor	Sebastes_serriceps	69
386	Sebastes_constellatus	Sebastes_rosaceus	69
387	Sebastes_inermis	Sebastes_schlegelii	69
388	Sebastes_atrovirens	Sebastes_semicinctus	69
389	Sebastes_auriculatus	Sebastes_dalli	69
390	Sebastes_inermis	Sebastes_rosaceus	70
391	Sebastes_dalli	Sebastes_semicinctus	70
392	Sebastes_atrovirens	Sebastes_carnatus	70
393	Sebastes_constellatus	Sebastes_exsul	70
394	Sebastes_jordani	Sebastes_rubrivinctus	70
395	Sebastes_minor	Sebastes_steindachneri	70
396	Sebastes_inermis	Sebastes_wilsoni	71
397	Sebastes_carnatus	Sebastes_dalli	71
398	Sebastes_exsul	Sebastes_serriceps	71
399	Sebastes_minor	Sebastes_steindachneri	71
400	Sebastes_minor	Sebastes_rastrelliger	72
401	Sebastes_exsul	Sebastes_umbrosus	72
402	Sebastes_rubrivinctus	Sebastes_serriceps	72
403	Sebastes_atrovirens	Sebastes_carnatus	72
404	Sebastes_inermis	Sebastes_schlegelii	72
405	Sebastes_atrovirens	Sebastes_serriceps	73
406	Sebastes_auriculatus	Sebastes_rastrelliger	73
407	Sebastes_inermis	Sebastes_schlegelii	73
408	Sebastes_minor	Sebastes_steindachneri	73
409	Sebastes_constellatus	Sebastes_rosaceus	73
410	Sebastes_hopkinsi	Sebastes_wilsoni	73
411	Sebastes_atrovirens	Sebastes_schlegelii	74
412	Sebastes_constellatus	Sebastes_rosaceus	74
413	Sebastes_auriculatus	Sebastes_rastrelliger	74
414	Sebastes_jordani	Sebastes_serriceps	74
415	Sebastes_minor	Sebastes_steindachneri	74
416	Sebastes_carnatus	Sebastes_constellatus	75
417	Sebastes_dalli	Sebastes_rastrelliger	75
418	Sebastes_hopkinsi	Sebastes_steindachneri	75
419	Sebastes_rubrivinctus	Sebastes_serriceps	75
420	Sebastes_inermis	Sebastes_schlegelii	75
421	Sebastes_rubrivinctus	Sebastes_steindachneri	76
422	Sebastes_atrovirens	Sebastes_auriculatus	76
423	Sebastes_constellatus	Sebastes_umbrosus	76
424	Sebastes_rosaceus	Sebastes_semicinctus	76
425	Sebastes_inermis	Sebastes_schlegelii	76
426	Sebastes_dalli	Sebastes_rastrelliger	76
427	Sebastes_dalli	Sebastes_wilsoni	77
428	Sebastes_minor	Sebastes_schlegelii	77
429	Sebastes_constellatus	Sebastes_rosaceus	77
430	Sebastes_jordani	Sebastes_rubrivinctus	77
431	Sebastes_atrovirens	Sebastes_carnatus	77
432	Sebastes_carnatus	Sebastes_inermis	78
433	Sebastes_minor	Sebastes_steindachneri	78
434	Sebastes_exsul	Sebastes_umbrosus	78
435	Sebastes_dalli	Sebastes_rastrelliger	78
436	Sebastes_rubrivinctus	Sebastes_serriceps	78
437	Sebastes_atrovirens	Sebastes_semicinctus	79
438	Sebastes_exsul	Sebastes_wilsoni	79
439	Sebastes_inermis	Sebastes_schlegelii	79
440	Sebastes_auriculatus	Sebastes_dalli	79
441	Sebastes_minor	Sebastes_steindachneri	79
442	Sebastes_jordani	Sebastes_serriceps	79
443	Sebastes_rosaceus	Sebastes_steindachneri	80
444	Sebastes_constellatus	Sebastes_exsul	80
445	Sebastes_rubrivinctus	Sebastes_serriceps	80
446	Sebastes_atrovirens	Sebastes_dalli	80
447	Sebastes_inermis	Sebastes_schlegelii	80
448	Sebastes_serriceps	Sebastes_umbrosus	81
449	Sebastes_hopkinsi	Sebastes_schlegelii	81
450	Sebastes_atrovirens	Sebastes_carnatus	81
451	Sebastes_rastrelliger	Sebastes_semicinctus	81
452	Sebastes_constellatus	Sebastes_exsul	81
453	Sebastes_minor	Sebastes_steindachneri	81
454	Sebastes_auriculatus	Sebastes_schlegelii	82
455	Sebastes_dalli	Sebastes_rastrelliger	82
456	Sebastes_jordani	Sebastes_serriceps	82
457	Sebastes_atrovirens	Sebastes_carnatus	82
458	Sebastes_minor	Sebastes_steindachneri	82
459	Sebastes_constellatus	Sebastes_rosaceus	82
460	Sebastes_semicinctus	Sebastes_wilsoni	83
461	Sebastes_rubrivinctus	Sebastes_serriceps	83
462	Sebastes_exsul	Sebastes_rosaceus	83
463	Sebastes_schlegelii	Sebastes_steindachneri	83
464	Sebastes_atrovirens	Sebastes_carnatus	83
465	Sebastes_dalli	Sebastes_rastrelliger	83
466	Sebastes_atrovirens	Sebastes_rubrivinctus	84
467	Sebastes_exsul	Sebastes_umbrosus	84
468	Sebastes_schlegelii	Sebastes_steindachneri	84
469	Sebastes_auriculatus	Sebastes_rastrelliger	84
470	Sebastes_hopkinsi	Sebastes_wilsoni	84
471	Sebastes_semicinctus	Sebastes_serriceps	85
472	Sebastes_inermis	Sebastes_wilsoni	85
473	Sebastes_auriculatus	Sebastes_dalli	85
474	Sebastes_exsul	Sebastes_umbrosus	85
475	Sebastes_atrovirens	Sebastes_carnatus	85
476	Sebastes_minor	Sebastes_steindachneri	85
477	Sebastes_rastrelliger	Sebastes_rubrivinctus	86
478	Sebastes_steindachneri	Sebastes_wilsoni	86
479	Sebastes_rosaceus	Sebastes_umbrosus	86
480	Sebastes_atrovirens	Sebastes_carnatus	86
481	Sebastes_constellatus	Sebastes_exsul	86
482	Sebastes_inermis	Sebastes_schlegelii	86
483	Sebastes_auriculatus	Sebastes_exsul	87
484	Sebastes_hopkinsi	Sebastes_inermis	87
485	Sebastes_minor	Sebastes_steindachneri	87
486	Sebastes_jordani	Sebastes_serriceps	87
487	Sebastes_dalli	Sebastes_rastrelliger	87
488	Sebastes_atrovirens	Sebastes_carnatus	87
489	Sebastes_rastrelliger	Sebastes_wilsoni	88
490	Sebastes_exsul	Sebastes_umbrosus	88
491	Sebastes_atrovirens	Sebastes_carnatus	88
492	Sebastes_jordani	Sebastes_rubrivinctus	88
493	Sebastes_inermis	Sebastes_schlegelii	88
494	Sebastes_minor	Sebastes_steindachneri	88
495	Sebastes_rubrivinctus	Sebastes_schlegelii	89
496	Sebastes_atrovirens	Sebastes_rastrelliger	89
497	Sebastes_exsul	Sebastes_umbrosus	89
498	Sebastes_rosaceus	Sebastes_semicinctus	89
499	Sebastes_minor	Sebastes_steindachneri	89
500	Sebastes_atrovirens	Sebastes_rosaceus	90
501	Sebastes_auriculatus	Sebastes_rastrelliger	90
502	Sebastes_exsul	Sebastes_umbrosus	90
503	Sebastes_hopkinsi	Sebastes_steindachneri	90
504	Sebastes_jordani	Sebastes_serriceps	90
505	Sebastes_inermis	Sebastes_schlegelii	90
506	Sebastes_rosaceus	Sebastes_rubrivinctus	91
507	Sebastes_schlegelii	Sebastes_steindachneri	91
508	Sebastes_atrovirens	Sebastes_carnatus	91
509	Sebastes_auriculatus	Sebastes_semicinctus	91
510	Sebastes_constellatus	Sebastes_exsul	91
511	Sebastes_dalli	Sebastes_rastrelliger	91
512	Sebastes_hopkinsi	Sebastes_wilsoni	91
513	Sebastes_auriculatus	Sebastes_steindachneri	92
514	Sebastes_constellatus	Sebastes_umbrosus	92
515	Sebastes_dalli	Sebastes_rastrelliger	92
516	Sebastes_atrovirens	Sebastes_carnatus	92
517	Sebastes_jordani	Sebastes_serriceps	92
518	Sebastes_inermis	Sebastes_schlegelii	92
519	Sebastes_auriculatus	Sebastes_umbrosus	93
520	Sebastes_constellatus	Sebastes_exsul	93
